MOBILE SAFETY CAMERA LOCATION DESCRIPTION REPORT,,,
LOCATION,SUBURB,Reason Code,Audit Date
Waverley Road,MALVERN EAST,C,Mar-2025
Wedge Road,CARRUM DOWNS,C,Sep-2024
Wells Road,SEAFORD,C,Sep-2024
Wendouree Parade,BALLARAT,C,Aug-2024
Wentworth Road,MERBEIN,C,Apr-2025
West Street,GLENROY,C,Apr-2025
Westall Road,SPRINGVALE SOUTH,C,Aug-2024
Westall Road Extension,DINGLEY VILLAGE,C,T
Western Freeway,GORDON,C,Mar-2025
Western Highway,DAHLEN,C,Oct-2024
Western Highway,DEEP LEAD,C,Oct-2024
Western Highway,DRUNG DRUNG SOUTH,C,Oct-2024
Western Highway,GERANG GERUNG,C,Oct-2024
Western Highway,KINIMAKATKA,C,Oct-2024
Western Highway,LOCHIEL,C,Oct-2024
Western Highway,MIRAM SOUTH,C,Oct-2024
Western Highway,MOUNT LANGI GHIRAN,C,Jan-2025
Western Highway,DOBIE,C,May-2025
Western Port Highway,LYNDHURST,C,Aug-2024
Westernport Road,RIPPLEBROOK,C,Dec-2024
Westmelton Drive,MELTON WEST,C,May-2025
White Hill Road,DROMANA,C,Sep-2024
Whites Road,WARRNAMBOOL,C,Oct-2024
Wickham Road,MOORABBIN,C,T
Widford Street,GLENROY,C,Apr-2025
Willaton Street,ST ALBANS,C,May-2025
Williams Road,PRAHRAN,C,Mar-2025
Wilsons Lane,SUNBURY,C,Apr-2025
Wimmera Highway,APSLEY,C,Oct-2024
Wimmera Highway,HORSHAM,C,Oct-2024
Wimmera Highway,KARNAK,C,Oct-2024
Wimmera Highway,KOOREH,C,Oct-2024
Wimmera Highway,MOOLERR,C,Oct-2024
Wimmera Highway,QUANTONG,C,Oct-2024
Wimmera Highway,ST ARNAUD,C,Oct-2024
Wodonga-Yackandandah Road,STAGHORN FLAT,C,Apr-2025
Wollaston Road,WARRNAMBOOL,C,Nov-2024
Wood Street,PRESTON,C,Feb-2025
Woodland Street,STRATHMORE,C,Apr-2025
Woorinen Road,SWAN HILL,C,Mar-2025
Yankee Flat Road,WARRENHEIP,C,Mar-2025
Yarra Glen Bypass,YARRA GLEN,C,Jul-2024
Yarra Road,WONGA PARK,C,May-2025
Aspinall Street,GOLDEN SQUARE,CD,Apr-2025
Batesford Road,MALVERN EAST,CD,Mar-2025
Bendigo-Pyramid Hill Road,WOODVALE,CD,Apr-2025
Bowser Road,NORTH WANGARATTA,CD,Apr-2025
Calder Highway,KANGAROO FLAT,CD,Apr-2025
Campaspe Esplanade,ECHUCA,CD,Apr-2025
Church Street,KANGAROO FLAT,CD,Apr-2025
Eaglehawk Road,CALIFORNIA GULLY,CD,Apr-2025
Eaglehawk Road,LONG GULLY,CD,Apr-2025
Echuca-Kyabram Road,ECHUCA,CD,Apr-2025
Furness Street,KANGAROO FLAT,CD,Apr-2025
Graham Road,KYVALLEY,CD,Apr-2025
Great Alpine Road,GAPSTED,CD,Apr-2025
Hampden Road,ARMADALE,CD,Mar-2025
High Street,BEAUFORT,CD,Aug-2024
Howard Street,JACKASS FLAT,CD,Apr-2025
Inglis Street,GOLDEN SQUARE,CD,Apr-2025
JOBS GULLY Road,JACKASS FLAT,CD,Apr-2025
John Allan Road,WYUNA,CD,Apr-2025
Kronk Street,GOLDEN SQUARE,CD,Apr-2025
Lyons Street,WHITE HILLS,CD,Apr-2025
Main Street,ROMSEY,CD,Apr-2025
McClelland Drive,EAGLEHAWK,CD,Apr-2025
McCormick Road,KYABRAM,CD,Apr-2025
McKenzie Street West,KANGAROO FLAT,CD,Apr-2025
Merriang Road,WOODSTOCK,CD,Feb-2025
MIDLAND Highway,AVONMORE,CD,Apr-2025
Midland Highway,COROP,CD,Apr-2025
Midland Highway,WHITE HILLS,CD,Apr-2025
Murray Valley Highway,BURRAMINE,CD,Apr-2025
Murray Valley Highway,ECHUCA VILLAGE,CD,Apr-2025
Noble Street,NOBLE PARK,CD,Aug-2024
Panton Street,GOLDEN SQUARE,CD,Apr-2025
Perry Road,KEYSBOROUGH,CD,Aug-2024
Railway Street,KANGAROO FLAT,CD,Apr-2025
Russell Street,QUARRY HILL,CD,Jun-2025
Sparrowhawk Road,LONG GULLY,CD,Apr-2025
Spring Road,SPRINGVALE SOUTH,CD,Aug-2024
Sternberg Street,KENNINGTON,CD,Apr-2025
Sutton Street,WARRAGUL,CD,Dec-2024
Trentham Road,TYLDEN,CD,Apr-2025
Wattletree Road,ARMADALE,CD,Mar-2025
Acacia Street,SHEPPARTON,C,Feb-2025
Bayswater Road,CROYDON,C,Jul-2024
Goulburn Valley Freeway,ARCADIA,C,May-2025
